ID;Test:1. nadala test (Punktid);Test:2. nadala test (Punktid);Test:3. nadala test (Punktid);Test:4. nadala test (Punktid);Test:5. nadala test (Punktid);Test:6. nadala test (Punktid);Test:7. nadala test (Punktid);Test:8. nadala test (Punktid);Test:9. nadala test (Punktid);Test:10. nadala test (Punktid);Test:11. nadala test (Punktid);Test:12. nadala test (Punktid);Test:13. nadala test (Punktid);Test:14. nadala test (Punktid);Test:15. nadala test (Punktid);Test:16. nadala test (Punktid);Videoloengud kokku (Punktid);VPL harjutus:1. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:2. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:3. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:4. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:5. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:7. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:8. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:9. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:10. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:11. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:13. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:14. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:15. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);Kodutood kokku (Punktid);ulesanne:Esita projekti kirjeldus (Punktid);ulesanne:Projekti algversioon (Punktid);ulesanne:Projekti loppversioon (Punktid);Projekt kokku (Punktid);Test:1. kontrolltoo arvestuslik osa (Punktid);VPL harjutus:1. kontrolltoo programmide esitamine (Punktid);Test:1. KT jareltoo arvestuslik osa (Punktid);VPL harjutus:1. KT jareltoo programmide esitamine (Punktid);Test:1. KT 5.01 lisajareltoo arvestuslik osa (Punktid);VPL harjutus:1. KT 5.01 lisajareltoo programmide esitamine (Punktid);Test:1. KT 25.01 lisajareltoo arvestuslik osa (Punktid);VPL harjutus:1. KT 25.01 lisajareltoo programmide esitamine (Punktid);Test:2. kontrolltoo arvestuslik osa (Punktid);VPL harjutus:2. kontrolltoo programmide esitamine (Punktid);Test:2. KT jareltoo arvestuslik osa (Punktid);VPL harjutus:2. KT jareltoo programmide esitamine (Punktid);Test:2. KT 6.01 lisajareltoo arvestuslik osa (Punktid);VPL harjutus:2. KT 6.01 lisajareltoo programmide esitamine (Punktid);Test:2. KT 26.01 lisajareltoo arvestuslik osa (Punktid);VPL harjutus:2. KT 26.01 lisajareltoo programmide esitamine (Punktid);Kontrolltood kokku (Punktid);Eksamile paas (Punktid);Test:8.01 eksami arvestuslik osa (Punktid);Test:8.01 eksami punktilise osa 1. ulesanne (Punktid);VPL harjutus:8.01 eksami punktilise osa 2. ja 3. ulesande esitamine (Punktid);Test:14.01 eksami arvestuslik osa (Punktid);Test:14.01 eksami punktilise osa 1. ulesanne (Punktid);VPL harjutus:14.01 eksami punktilise osa 2. ja 3. ulesande esitamine (Punktid);Test:27.01 eksami arvestuslik osa (Punktid);Test:27.01 eksami punktilise osa 1. ulesanne (Punktid);VPL harjutus:27.01 eksami punktilise osa 2. ja 3. ulesande esitamine (Punktid);Eksam kokku (Punktid);VPL harjutus:1. lisaulesanne 0 Muster (Punktid);VPL harjutus:2. lisaulesanne 0 Tekstispiraal (Punktid);VPL harjutus:3. lisaulesanne 0 Salasona (Punktid);VPL harjutus:4. lisaulesanne 0 Pakkimine (Punktid);VPL harjutus:5. lisaulesanne 0 Ristmik (Punktid);VPL harjutus:6. lisaulesanne 0 Laburint (Punktid);8. lisaulesanne 0 Loppkusitlus (Punktid);Praktikumide lisapunktid (Punktid);Projektikonkursi punktid (Punktid);Lisapunktid kokku (Punktid);VPL harjutus:Pokkerikate tuvastamise automaatkontroll (Punktid);Test:Kontrolltoo harjutustest (Punktid);Test:Kontrolltoo harjutustest (Punktid);Test:Naidiseksami arvestuslik osa (Punktid);Test:Naidiseksami punktilise osa 1. ulesanne (Punktid);Kogutulemus (Punktid);Hinne (Punktid)
127;0.4;0.5;0.3;0.3;0.4;0.5;0.4;0.5;0.4;0.5;0.4;0.4;0.4;0.3;0.0;0.0;5.62;0.5;0.5;0.5;0.5;0.3;0.5;0.4;0.5;0.3;0.5;0.4;0.5;0.5;0.5;0.1;0.5;0.3;0.5;0.0;0.0;0.3;0.5;0.0;0.5;0.0;0.5;9.6;0.0;5;4.9;9.9;1;11.5;0.0;0.0;0.0;0.0;0.0;0.0;1;8;0.0;15.5;0.0;0.0;0.0;0.0;27;1;0.0;0.0;0.0;1;9.2;12.5;0.0;0.0;0.0;21.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;0.0;7.5;7.25;4;8.5;74.32;74.32
128;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;7;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;12.8;1;5;5;10.0;1;14.5;0.0;20.0;0.0;0.0;0.0;0.0;1;9;0.0;19.5;0.0;0.0;0.0;0.0;39.5;1;0.0;0.0;0.0;1;9.5;18.5;0.0;0.0;0.0;28;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;6;9;4;10.0;98.3;98.3
129;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;13;0.0;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;1;10.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0.0;2;0.0;8;8;4;10.0;102.0;100.0
130.0;0.5;0.0;0.5;0.5;0.4;0.0;0.5;0.5;0.4;0.5;0.4;0.4;0.4;0.5;0.4;0.4;6.21;0.5;0.5;0.0;0.0;0.5;0.5;0.0;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.3;0.5;0.3;0.5;0.0;0.5;0.0;0.5;9.5;1;5;5;10.0;1;12.5;0.0;0.0;0.0;0.0;0.0;0.0;1;8;0.0;19;0.0;0.0;0.0;0.0;31.5;1;1;9.9;7.5;0.0;0.0;0.0;0.0;0.0;0.0;17.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;6.75;3.35;0.0;74.61;74.61
131;0.5;0.4;0.4;0.4;0.5;0.4;0.4;0.5;0.4;0.4;0.5;0.4;0.4;0.4;0.3;0.4;6.68;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;13;1;5;5;10.0;1;17;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;37;1;0.0;0.0;0.0;1;8.5;12.5;0.0;0.0;0.0;21;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;7;9;4;9.1;88.68;88.68
132;0.4;0.4;0.3;0.3;0.3;0.3;0.4;0.0;0.4;0.2;0.2;0.2;0.1;0.0;0.2;0.0;3.53;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.0;0.4;0.5;0.5;0.5;0.0;0.0;0.2;0.5;0.0;0.0;0.4;0.5;0.5;0.5;0.0;0.5;0.0;0.0;8.4;1;5;5;10.0;1;12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19;1;0.0;0.0;0.0;0.0;0.0;31.5;1;1;9.2;8.5;0.0;0.0;0.0;0.0;0.0;0.0;17.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.25;0.0;0.0;71.13;71.13
133;0.5;0.0;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.3;0.5;0.4;0.4;0.3;0.1;0.4;5.95;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.0;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.0;0.5;0.3;0.0;10.5;1;5;5;10.0;1;0.0;0.0;18.5;0.0;0.0;0.0;0.0;0.0;12;1;0.0;0.0;0.0;0.0;0.0;30.5;1;0.0;0.0;0.0;1;8.7;18;0.0;0.0;0.0;26.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.3;3.1;8.1;83.65;83.65
134;0.5;0.5;0.4;0.4;0.5;0.5;0.5;0.4;0.4;0.5;0.5;0.5;0.4;0.4;0.3;0.4;6.93;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.2;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;12.7;1;5;5;10.0;1;19.5;0.0;0.0;0.0;0.0;0.0;0.0;1;14.5;0.0;0.0;0.0;0.0;0.0;0.0;34;1;1;8.2;17.5;0.0;0.0;0.0;0.0;0.0;0.0;25.7;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;7.5;7.5;4;10.0;90.3;90.3
135;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;12.8;1;5;5;10.0;1;19.5;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;39.5;1;0.0;0.0;0.0;1;9.7;20.0;0.0;0.0;0.0;29.7;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;9;4;10.0;100.0;100.0
136;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.4;0.0;0.5;0.5;0.5;0.5;6.96;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;12.3;1;5;5;10.0;1;8;0.0;16.5;0.0;0.0;0.0;0.0;0.0;0.0;1;19;0.0;0.0;0.0;0.0;35.5;1;0.0;0.0;0.0;1;9.9;20.0;0.0;0.0;0.0;29.9;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;2;3;0.0;8;9;4;10.0;97.66;97.66
137;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.4;0.3;0.0;0.5;0.3;0.3;0.2;0.2;5.87;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.3;0.5;0.3;0.0;0.5;0.0;0.3;0.0;0.5;0.5;0.2;0.0;0.0;0.0;8.6;0.0;5;5;10.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;1;18;0.0;0.0;0.0;0.0;0.0;0.0;37;1;0.0;0.0;0.0;1;9.4;19;0.0;0.0;0.0;28.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;8.75;4;0.0;89.87;89.87
138;0.5;0.4;0.3;0.4;0.3;0.3;0.4;0.3;0.3;0.4;0.2;0.4;0.3;0.4;0.3;0.0;5.25;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;13;1;5;5;10.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;39;1;0.0;0.0;0.0;1;9.2;19.5;0.0;0.0;0.0;28.7;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;7;6;3;6.7;96.95;96.95
139;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.4;0.4;0.5;0.5;7;0.5;0.5;0.4;0.0;0.5;0.5;0.3;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.2;0.5;0.3;0.0;0.5;0.5;0.3;0.5;0.0;0.5;0.3;0.5;10.3;1;5;2;7;1;11.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.5;1;0.0;0.0;0.0;0.0;0.0;26;1;0.0;0.0;0.0;1;9.7;16.5;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;9;3.5;6.7;76.5;76.5
140.0;0.5;0.5;0.3;0.4;0.4;0.5;0.4;0.4;0.2;0.5;0.4;0.0;0.4;0.4;0.2;0.4;5.73;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.4;0.5;0.5;0.4;0.5;0.5;0.5;0.0;0.5;0.0;0.4;0.5;0.3;0.0;10.7;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;0.0;0.0;0.0;1;9.6;17;0.0;0.0;0.0;26.6;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0.0;2;0.0;0.0;8.75;4;7.7;95.0;95.0
141;0.0;0.0;0.3;0.2;0.3;0.3;0.5;0.4;0.3;0.3;0.4;0.3;0.2;0.2;0.2;0.4;4.26;0.0;0.0;0.0;0.0;0.0;0.5;0.2;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.0;0.5;0.0;0.5;0.3;0.5;8.8;1;5;5;10.0;0.0;0.0;1;16;0.0;0.0;0.0;0.0;0.0;8;1;12;0.0;0.0;0.0;0.0;28;1;0.0;0.0;0.0;1;9.6;3;0.0;0.0;0.0;12.6;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;6.5;4;9.5;64.66;64.66
142;0.0;0.5;0.2;0.3;0.2;0.2;0.4;0.3;0.3;0.1;0.0;0.0;0.4;0.0;0.0;0.0;2.81;0.5;0.5;0.3;0.5;0.3;0.5;0.4;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.3;0.5;0.0;0.5;0.3;0.0;0.4;0.5;0.0;0.5;0.0;0.5;8;0.0;3;5;8;1;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12;0.0;0.0;1;0.0;0.0;0.0;30.0;1;1;8.9;10.5;0.0;0.0;0.0;0.0;0.0;0.0;19.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;5.75;4;9.6;68.21;68.21
143;0.5;0.5;0.4;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.3;0.4;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;13;1;5;5;10.0;1;16;0.0;0.0;0.0;0.0;0.0;0.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;35;1;1;9.9;15.5;0.0;0.0;0.0;0.0;0.0;0.0;25.4;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;9;4;10.0;91.4;91.4
144;0.4;0.5;0.5;0.5;0.4;0.0;0.5;0.5;0.5;0.5;0.4;0.4;0.4;0.3;0.3;0.3;6.33;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.0;0.5;11.9;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;1;9.6;19;0.0;0.0;0.0;0.0;0.0;0.0;28.6;2;2;2;2;0.0;0.0;1;0.0;0.0;9;0.0;7.5;9;4;6.2;105.8;100.0
145;0.5;0.4;0.4;0.4;0.4;0.3;0.4;0.3;0.3;0.3;0.3;0.3;0.3;0.2;0.3;0.3;5.38;0.4;0.5;0.4;0.5;0.4;0.5;0.4;0.5;0.4;0.5;0.2;0.5;0.3;0.5;0.3;0.5;0.2;0.5;0.3;0.5;0.3;0.5;0.2;0.0;0.3;0.5;10.1;1;5;5;10.0;0.0;8;1;8;0.0;0.0;0.0;0.0;0.0;12;1;0.0;0.0;0.0;0.0;0.0;20.0;1;1;8.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.7;0.0;0.0;0.0;0.0;0.0;0.0;1;2;3;6;0.0;6.5;8;3.5;10.0;60.2;60.2
146;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.3;0.2;7;0.5;0.5;0.0;0.5;0.5;0.5;0.4;0.5;0.3;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;12.1;1;4;5;9;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;1;9.7;19.5;0.0;0.0;0.0;0.0;0.0;0.0;29.2;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;98.3;98.3
147;0.4;0.5;0.4;0.4;0.5;0.4;0.5;0.5;0.4;0.5;0.5;0.5;0.4;0.4;0.1;0.3;6.57;0.5;0.5;0.3;0.5;0.3;0.5;0.5;0.5;0.1;0.5;0.5;0.5;0.3;0.5;0.3;0.0;0.4;0.0;0.2;0.5;0.4;0.5;0.0;0.5;0.0;0.5;9.3;1;5;5;10.0;0.0;4.5;1;10.5;0.0;0.0;0.0;0.0;0.0;7;1;9;0.0;0.0;0.0;0.0;19.5;1;0.0;0.0;0.0;1;7.7;4;0.0;0.0;0.0;11.7;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;0.0;8;4;8.1;58.1;58.1
148;0.5;0.4;0.3;0.4;0.3;0.3;0.4;0.4;0.3;0.0;0.2;0.3;0.4;0.3;0.2;0.2;4.73;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.5;0.3;0.5;0.5;0.5;0.4;0.5;0.2;0.5;0.0;0.5;0.0;0.5;0.3;0.0;0.0;0.5;0.0;0.5;9.5;1;5;5;10.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;1;18.5;0.0;0.0;0.0;0.0;0.0;0.0;37.5;1;0.0;0.0;0.0;1;7.6;14.5;0.0;0.0;0.0;22.1;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;7;0.0;4;9.5;84.83;84.83
149;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.4;0.5;7;0.5;0.5;0.5;0.5;0.3;0.5;0.3;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.5;0.5;0.4;0.5;12.3;1;5;5;10.0;1;19.5;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;39.5;1;1;9.9;20.0;0.0;0.0;0.0;0.0;0.0;0.0;29.9;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;9;4;10.0;99.7;99.7
150.0;0.4;0.5;0.3;0.4;0.3;0.3;0.4;0.5;0.4;0.0;0.0;0.0;0.0;0.4;0.0;0.0;3.78;0.5;0.5;0.5;0.5;0.5;0.5;0.2;0.5;0.3;0.0;0.5;0.5;0.4;0.5;0.1;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.5;8.5;1;5;5;10.0;1;4;0.0;11;0.0;0.0;0.0;0.0;0.0;2;1;16;0.0;0.0;0.0;0.0;27;1;0.0;0.0;0.0;1;8.5;7;0.0;0.0;0.0;15.5;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;6;6.75;4;8.8;65.78;65.78
151;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.0;0.0;0.0;0.0;0.3;0.3;5.28;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;8;0.0;5;5;10.0;1;18.5;0.0;0.0;0.0;0.0;0.0;0.0;1;15;0.0;0.0;0.0;0.0;0.0;0.0;33.5;1;1;8.6;14;0.0;0.0;0.0;0.0;0.0;0.0;22.6;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;0.0;6.5;0.0;0.0;80.4;80.4
152;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.4;0.5;0.0;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.5;10.2;0.0;5;5;10.0;1;15.5;0.0;0.0;0.0;0.0;0.0;0.0;1;14;0.0;0.0;0.0;0.0;0.0;0.0;29.5;1;0.0;0.0;0.0;1;9.8;19.5;0.0;0.0;0.0;29.3;0.0;0.0;0.0;0.0;0.0;0.0;1;2;0.0;3;0.0;8;9;4;10.0;89;89
153;0.5;0.4;0.1;0.3;0.3;0.3;0.3;0.4;0.3;0.4;0.4;0.4;0.3;0.4;0.2;0.3;5.28;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;12.1;1;5;5;10.0;1;16.5;0.0;0.0;0.0;0.0;0.0;0.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;35.5;1;0.0;0.0;0.0;1;8.3;18.5;0.0;0.0;0.0;26.8;0.0;0.0;2;0.0;0.0;0.0;1;0.0;0.0;3;0.0;0.0;0.0;0.0;7.7;92.68;92.68
154;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.3;0.4;6.79;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;7.5;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;1;10.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;2;0.0;2;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0;7;6.75;4;8.7;98.29;98.29
155;0.5;0.4;0.4;0.4;0.5;0.5;0.5;0.4;0.4;0.5;0.4;0.5;0.4;0.5;0.4;0.2;6.78;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.0;0.5;12.2;0.0;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;19.5;0.0;0.0;0.0;0.0;0.0;0.0;39.5;1;1;9.1;19;0.0;0.0;0.0;0.0;0.0;0.0;28.1;0.0;0.0;0.0;0.0;0.0;0.0;1;1.5;0.0;2.5;0.0;8;8.75;4;10.0;99.1;99.1
156;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.4;0.5;0.5;0.5;0.0;0.5;0.5;0.4;0.3;6.79;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.5;0.2;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.3;0.5;12.1;1;5;5;10.0;1;12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;19;0.0;0.0;0.0;0.0;31.5;1;0.0;0.0;0.0;1;8.4;15;0.0;0.0;0.0;23.4;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;0.0;2;0.0;8;0.0;3.5;9;85.79;85.79
157;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.4;0.0;0.5;0.5;0.4;0.4;0.3;0.4;6.23;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.4;0.5;12;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;18.5;0.0;0.0;0.0;0.0;0.0;0.0;38.5;1;1;9.6;20.0;0.0;0.0;0.0;0.0;0.0;0.0;29.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;0.0;0.0;96.33;96.33
158;0.5;0.4;0.3;0.5;0.3;0.3;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.4;0.4;6.89;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;13;0.0;5;5;10.0;1;18.5;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;38.5;1;0.0;0.0;0.0;1;8.9;16.5;0.0;0.0;0.0;25.4;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;7;9;4;9.2;94.79;94.79
159;0.5;0.5;0.0;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.5;0.3;0.4;6.6;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.4;0.5;0.0;0.5;0.0;0.5;0.4;0.5;0.4;0.5;0.3;0.5;11.2;1;5;5;10.0;1;17;0.0;0.0;0.0;0.0;0.0;0.0;1;15.5;0.0;0.0;0.0;0.0;0.0;0.0;32.5;1;1;9.7;20.0;0.0;0.0;0.0;0.0;0.0;0.0;29.7;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;7.25;4;9.6;91;91
